"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Frost Queen's Claim","Ruby Sightstone","Locket of the Iron Solari","Enchantment: Captain","Banshee's Veil","Zeke's Harbinger","Oracle Alteration"
"Frost Queen's Claim","Sightstone","Boots of Mobility","Fiendish Codex","Rabadon's Deathcap","Forbidden Idol","Sweeping Lens (Trinket)"
"Morellonomicon","Doran's Ring","Needlessly Large Rod","Doran's Ring","Amplifying Tome","Boots of Speed","Warding Totem (Trinket)"
"Frost Queen's Claim","Corrupting Potion","Ionian Boots of Lucidity","Needlessly Large Rod","Rod of Ages","Morellonomicon","Farsight Alteration"
"Rabadon's Deathcap","Lich Bane","Blasting Wand","Ionian Boots of Lucidity","Abyssal Scepter","Rod of Ages","Farsight Alteration"
"Void Staff","Aether Wisp","Rabadon's Deathcap","Rod of Ages","Ionian Boots of Lucidity","void","Farsight Alteration"
"Frost Queen's Claim","Luden's Echo","Ionian Boots of Lucidity","Rabadon's Deathcap","Void Staff","void","Farsight Alteration"
"Morellonomicon","Rylai's Crystal Scepter","Zhonya's Hourglass","Amplifying Tome","Doran's Ring","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Health Potion","Ruby Crystal","Sapphire Crystal","Doran's Ring","Blasting Wand","void","Warding Totem (Trinket)"
"Luden's Echo","Rod of Ages","Ionian Boots of Lucidity","Ardent Censer","Blasting Wand","Needlessly Large Rod","Warding Totem (Trinket)"
"Locket of the Iron Solari","Frost Queen's Claim","Mikael's Crucible","Sightstone","Zhonya's Hourglass","Ionian Boots of Lucidity","Oracle Alteration"
"Doran's Ring","Enchantment: Distortion","Frost Queen's Claim","Blasting Wand","Zhonya's Hourglass","Health Potion","Farsight Alteration"
"Doran's Ring","Rod of Ages","Sheen","Doran's Ring","Aether Wisp","Ionian Boots of Lucidity","Farsight Alteration"
"Enchantment: Alacrity","Rabadon's Deathcap","Seeker's Armguard","Frost Queen's Claim","Abyssal Scepter","Needlessly Large Rod","Farsight Alteration"
"Zhonya's Hourglass","void","void","Rabadon's Deathcap","Morellonomicon","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Rod of Ages","Needlessly Large Rod","Morellonomicon","Ionian Boots of Lucidity","Seeker's Armguard","Lich Bane","Farsight Alteration"
"Locket of the Iron Solari","Frost Queen's Claim","Sightstone","deletedItem","Cloth Armor","void","Oracle Alteration"
"Rod of Ages","Doran's Ring","deletedItem","Morellonomicon","Rabadon's Deathcap","Doran's Ring","Farsight Alteration"
"Frostfang","B. F. Sword","Berserker's Greaves","Zeal","void","void","Warding Totem (Trinket)"
"Needlessly Large Rod","Rylai's Crystal Scepter","Abyssal Scepter","Morellonomicon","void","Ionian Boots of Lucidity","Oracle Alteration"
"Frost Queen's Claim","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Aether Wisp","Needlessly Large Rod","Farsight Alteration"
"Zhonya's Hourglass","Blasting Wand","Sheen","Aether Wisp","Morellonomicon","Enchantment: Distortion","Farsight Alteration"
"Needlessly Large Rod","Enchantment: Distortion","Zhonya's Hourglass","Frost Queen's Claim","Luden's Echo","Blasting Wand","Farsight Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Zhonya's Hourglass","Luden's Echo","Rabadon's Deathcap","void","Farsight Alteration"
"Ardent Censer","Frost Queen's Claim","Ruby Sightstone","Ionian Boots of Lucidity","Needlessly Large Rod","Needlessly Large Rod","Oracle Alteration"
"Frost Queen's Claim","Rod of Ages","Amplifying Tome","Ionian Boots of Lucidity","Doran's Ring","Needlessly Large Rod","Sweeping Lens (Trinket)"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Doran's Ring","Fiendish Codex","Forbidden Idol","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Luden's Echo","Ionian Boots of Lucidity","Athene's Unholy Grail","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Zeke's Harbinger","Blasting Wand","Ionian Boots of Lucidity","Sightstone","Locket of the Iron Solari","Oracle Alteration"
"Total Biscuit of Rejuvenation","Ruby Crystal","Frost Queen's Claim","Morellonomicon","Abyssal Scepter","Sorcerer's Shoes","Oracle Alteration"
"Rabadon's Deathcap","Zhonya's Hourglass","Amplifying Tome","Ionian Boots of Lucidity","Morellonomicon","Blasting Wand","Oracle Alteration"
"Doran's Ring","Frost Queen's Claim","Rod of Ages","Rabadon's Deathcap","Enchantment: Alacrity","Needlessly Large Rod","Farsight Alteration"
"Rod of Ages","Ionian Boots of Lucidity","Blasting Wand","Lich Bane","Doran's Ring","Amplifying Tome","Farsight Alteration"
"Abyssal Scepter","Frost Queen's Claim","Needlessly Large Rod","Boots of Speed","Doran's Ring","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Luden's Echo","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Rabadon's Deathcap","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Frost Queen's Claim","void","Sightstone","void","void","Sweeping Lens (Trinket)"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Fiendish Codex","void","void","Warding Totem (Trinket)"
"Luden's Echo","Morellonomicon","Enchantment: Alacrity","Rabadon's Deathcap","Lich Bane","Vision Ward","Farsight Alteration"
"Doran's Ring","Luden's Echo","Rabadon's Deathcap","Enchantment: Alacrity","Blasting Wand","Athene's Unholy Grail","Warding Totem (Trinket)"
"Doran's Ring","Frost Queen's Claim","Ionian Boots of Lucidity","Rabadon's Deathcap","Void Staff","Fiendish Codex","Farsight Alteration"
"Zhonya's Hourglass","Aether Wisp","Doran's Ring","Morellonomicon","Enchantment: Alacrity","Rod of Ages","Warding Totem (Trinket)"
"Frost Queen's Claim","Rabadon's Deathcap","Doran's Ring","Morellonomicon","void","Ionian Boots of Lucidity","Farsight Alteration"
"Blasting Wand","Frost Queen's Claim","Needlessly Large Rod","Rod of Ages","Amplifying Tome","Boots of Swiftness","Farsight Alteration"
"Frostfang","Amplifying Tome","void","void","void","void","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Morellonomicon","Zhonya's Hourglass","Rabadon's Deathcap","Abyssal Scepter","Needlessly Large Rod","Warding Totem (Trinket)"
"Boots of Speed","Athene's Unholy Grail","Luden's Echo","Needlessly Large Rod","Amplifying Tome","Doran's Ring","Farsight Alteration"
"Doran's Ring","Morellonomicon","Sorcerer's Shoes","Lich Bane","void","Rod of Ages","Farsight Alteration"
"Vision Ward","Rabadon's Deathcap","Total Biscuit of Rejuvenation","Ionian Boots of Lucidity","Doran's Ring","Rod of Ages","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Total Biscuit of Rejuvenation","void","void","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Total Biscuit of Rejuvenation","Fiendish Codex","Mejai's Soulstealer","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","Sorcerer's Shoes","Rod of Ages","Doran's Ring","Aether Wisp","void","Warding Totem (Trinket)"
"Mikael's Crucible","Zeke's Harbinger","Sightstone","Frost Queen's Claim","Boots of Mobility","void","Oracle Alteration"
"Frost Queen's Claim","Locket of the Iron Solari","Sightstone","Amplifying Tome","Boots of Mobility","Faerie Charm","Oracle Alteration"
"Doran's Ring","void","Athene's Unholy Grail","Doran's Ring","Ionian Boots of Lucidity","Blasting Wand","Warding Totem (Trinket)"
"Tear of the Goddess","Tear of the Goddess","Tear of the Goddess","void","void","void","Warding Totem (Trinket)"
"Rod of Ages","Ionian Boots of Lucidity","Zhonya's Hourglass","Doran's Ring","void","void","Farsight Alteration"
"Eye of the Watchers","Zeke's Harbinger","Boots of Mobility","void","Banner of Command","void","Sweeping Lens (Trinket)"
"Doran's Ring","Doran's Ring","Morellonomicon","Ionian Boots of Lucidity","Rabadon's Deathcap","Seeker's Armguard","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Ionian Boots of Lucidity","Rabadon's Deathcap","Void Staff","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Rod of Ages","Rabadon's Deathcap","Amplifying Tome","Blasting Wand","Ionian Boots of Lucidity","Farsight Alteration"
"Doran's Ring","Zhonya's Hourglass","Frost Queen's Claim","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Rabadon's Deathcap","Athene's Unholy Grail","Doran's Ring","Doran's Ring","Aether Wisp","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Ionian Boots of Lucidity","Amplifying Tome","Blasting Wand","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Amplifying Tome","Ionian Boots of Lucidity","Needlessly Large Rod","Fiendish Codex","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Lich Bane","Needlessly Large Rod","Amplifying Tome","Ionian Boots of Lucidity","Farsight Alteration"
"Rabadon's Deathcap","Needlessly Large Rod","Athene's Unholy Grail","void","Doran's Ring","Enchantment: Alacrity","Warding Totem (Trinket)"
"Frost Queen's Claim","Zeke's Harbinger","Sightstone","Rylai's Crystal Scepter","Ionian Boots of Lucidity","void","Oracle Alteration"
"Doran's Ring","Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Morellonomicon","Luden's Echo","Enchantment: Alacrity","Rabadon's Deathcap","Lich Bane","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Rabadon's Deathcap","Blasting Wand","void","Farsight Alteration"
"Rabadon's Deathcap","Lich Bane","void","Sorcerer's Shoes","Frost Queen's Claim","Zhonya's Hourglass","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","void","Boots of Speed","void","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Zhonya's Hourglass","Rabadon's Deathcap","Ionian Boots of Lucidity","Aether Wisp","Doran's Ring","Farsight Alteration"
"Boots of Mobility","Doran's Ring","void","Morellonomicon","Athene's Unholy Grail","Rabadon's Deathcap","Warding Totem (Trinket)"
"Doran's Ring","Frostfang","Boots of Speed","Fiendish Codex","void","void","Warding Totem (Trinket)"
"Doran's Ring","Void Staff","Rabadon's Deathcap","Ionian Boots of Lucidity","Ruby Crystal","Athene's Unholy Grail","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Blasting Wand","Rod of Ages","Amplifying Tome","Needlessly Large Rod","Farsight Alteration"
"Rabadon's Deathcap","Void Staff","Ionian Boots of Lucidity","Lich Bane","Rod of Ages","Mejai's Soulstealer","Farsight Alteration"
"Eye of the Oasis","Ionian Boots of Lucidity","Kindlegem","Crystalline Bracer","void","void","Sweeping Lens (Trinket)"
"Doran's Ring","Ionian Boots of Lucidity","Morellonomicon","Rod of Ages","Rabadon's Deathcap","Void Staff","Warding Totem (Trinket)"
"Frost Queen's Claim","Needlessly Large Rod","Boots of Speed","Rod of Ages","Doran's Ring","Seeker's Armguard","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Blasting Wand","Ionian Boots of Lucidity","Needlessly Large Rod","Amplifying Tome","Farsight Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Ardent Censer","Rabadon's Deathcap","Enchantment: Alacrity","Athene's Unholy Grail","Farsight Alteration"
"Locket of the Iron Solari","Frost Queen's Claim","Negatron Cloak","Sightstone","Null-Magic Mantle","Ionian Boots of Lucidity","Oracle Alteration"
"Luden's Echo","Rabadon's Deathcap","Sorcerer's Shoes","Morellonomicon","Amplifying Tome","void","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Morellonomicon","Enchantment: Distortion","Aether Wisp","Sheen","Farsight Alteration"
"Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","Blasting Wand","Needlessly Large Rod","Warding Totem (Trinket)"
"Lich Bane","Needlessly Large Rod","Doran's Ring","Blasting Wand","Athene's Unholy Grail","deletedItem","Warding Totem (Trinket)"
"Frost Queen's Claim","Morellonomicon","Luden's Echo","Ionian Boots of Lucidity","Rod of Ages","Ardent Censer","Farsight Alteration"
"Doran's Ring","Abyssal Scepter","Blasting Wand","Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","Amplifying Tome","Farsight Alteration"
"Doran's Ring","Corrupting Potion","Frost Queen's Claim","Ionian Boots of Lucidity","Rod of Ages","void","Farsight Alteration"
"void","Luden's Echo","Blasting Wand","Ionian Boots of Lucidity","Doran's Ring","Rod of Ages","Farsight Alteration"
"Ionian Boots of Lucidity","Total Biscuit of Rejuvenation","Frostfang","Sightstone","Vision Ward","void","Sweeping Lens (Trinket)"
"Rod of Ages","Rabadon's Deathcap","Doran's Ring","Amplifying Tome","Sorcerer's Shoes","Morellonomicon","Farsight Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Fiendish Codex","Doran's Ring","Forbidden Idol","Amplifying Tome","Warding Totem (Trinket)"
"Spellthief's Edge","Sightstone","void","void","Boots of Speed","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Lich Bane","Rod of Ages","Doran's Ring","Doran's Ring","Warding Totem (Trinket)"
"Vision Ward","Fiendish Codex","Boots of Speed","Spellthief's Edge","Doran's Ring","Doran's Ring","Warding Totem (Trinket)"
"Doran's Ring","Needlessly Large Rod","Doran's Ring","Rod of Ages","Blasting Wand","Ionian Boots of Lucidity","Farsight Alteration"
"Frost Queen's Claim","Total Biscuit of Rejuvenation","Needlessly Large Rod","Amplifying Tome","Doran's Ring","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Frost Queen's Claim","Corrupting Potion","Vision Ward","Sightstone","Crystalline Bracer","Enchantment: Captain","Oracle Alteration"
"Doran's Ring","Doran's Ring","Morellonomicon","Ionian Boots of Lucidity","Seeker's Armguard","Needlessly Large Rod","Warding Totem (Trinket)"
"Doran's Ring","Doran's Ring","Rod of Ages","deletedItem","Lich Bane","Needlessly Large Rod","Warding Totem (Trinket)"
"Morellonomicon","Frost Queen's Claim","Zhonya's Hourglass","Enchantment: Distortion","Rabadon's Deathcap","Amplifying Tome","Farsight Alteration"
"Ionian Boots of Lucidity","Rod of Ages","Rabadon's Deathcap","Frost Queen's Claim","Doran's Ring","Amplifying Tome","Farsight Alteration"
"Void Staff","Abyssal Scepter","Athene's Unholy Grail","Doran's Ring","Amplifying Tome","Mercury's Treads","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Rod of Ages","Ionian Boots of Lucidity","Abyssal Scepter","Sheen","Farsight Alteration"
"Frost Queen's Claim","Mikael's Crucible","Sightstone","Boots of Mobility","Null-Magic Mantle","void","Oracle Alteration"
"Frost Queen's Claim","Enchantment: Captain","Morellonomicon","Sightstone","Blasting Wand","Amplifying Tome","Oracle Alteration"
"Zhonya's Hourglass","Frost Queen's Claim","Rod of Ages","Lich Bane","Ionian Boots of Lucidity","Amplifying Tome","Warding Totem (Trinket)"
"Frost Queen's Claim","Enchantment: Alacrity","Sightstone","Morellonomicon","Ardent Censer","Rabadon's Deathcap","Oracle Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Rod of Ages","Lich Bane","Ionian Boots of Lucidity","void","Farsight Alteration"
"Frost Queen's Claim","Sightstone","Mikael's Crucible","Zeke's Harbinger","Ionian Boots of Lucidity","Amplifying Tome","Oracle Alteration"
"Frost Queen's Claim","Abyssal Scepter","Ionian Boots of Lucidity","void","Rod of Ages","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Rabadon's Deathcap","void","Lich Bane","Ionian Boots of Lucidity","Blasting Wand","Farsight Alteration"
"Doran's Ring","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Blasting Wand","Needlessly Large Rod","Warding Totem (Trinket)"
"Zhonya's Hourglass","Frost Queen's Claim","Doran's Ring","Morellonomicon","Ionian Boots of Lucidity","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","Luden's Echo","Frost Queen's Claim","Sorcerer's Shoes","Doran's Ring","Amplifying Tome","Farsight Alteration"
"Doran's Ring","Rabadon's Deathcap","Rod of Ages","Ionian Boots of Lucidity","Luden's Echo","Seeker's Armguard","Farsight Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Morellonomicon","Void Staff","Ionian Boots of Lucidity","Rabadon's Deathcap","Farsight Alteration"
"Frost Queen's Claim","void","Sorcerer's Shoes","Luden's Echo","Morellonomicon","Doran's Ring","Farsight Alteration"
"Frost Queen's Claim","Luden's Echo","Mejai's Soulstealer","Enchantment: Alacrity","Morellonomicon","Seeker's Armguard","Farsight Alteration"
"Rabadon's Deathcap","Zhonya's Hourglass","Void Staff","Morellonomicon","Frost Queen's Claim","Sorcerer's Shoes","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Zhonya's Hourglass","Doran's Ring","Amplifying Tome","Blasting Wand","Farsight Alteration"
"Frost Queen's Claim","Corrupting Potion","Sightstone","Rabadon's Deathcap","Morellonomicon","Enchantment: Alacrity","Farsight Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Ardent Censer","Enchantment: Runic Echoes","Rabadon's Deathcap","void","Oracle Alteration"
"Rabadon's Deathcap","Vision Ward","Luden's Echo","Ionian Boots of Lucidity","Athene's Unholy Grail","Blasting Wand","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Boots of Mobility","void","Vision Ward","void","Sweeping Lens (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Sorcerer's Shoes","Luden's Echo","Morellonomicon","Void Staff","Farsight Alteration"
"Doran's Ring","Athene's Unholy Grail","Catalyst the Protector","Blasting Wand","Boots of Speed","void","Warding Totem (Trinket)"
"Doran's Ring","Needlessly Large Rod","Doran's Ring","Enchantment: Distortion","Rod of Ages","void","Farsight Alteration"
"Frost Queen's Claim","Sightstone","Fiendish Codex","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Sorcerer's Shoes","Athene's Unholy Grail","Blasting Wand","Needlessly Large Rod","Amplifying Tome","Farsight Alteration"
"Glacial Shroud","Frost Queen's Claim","Mikael's Crucible","Sightstone","Amplifying Tome","Ionian Boots of Lucidity","Sweeping Lens (Trinket)"
"Doran's Ring","Rod of Ages","Morellonomicon","Boots of Mobility","void","void","Warding Totem (Trinket)"
"Doran's Ring","deletedItem","Morellonomicon","Void Staff","Rabadon's Deathcap","void","Warding Totem (Trinket)"
"void","Vision Ward","Blasting Wand","Amplifying Tome","Ionian Boots of Lucidity","Morellonomicon","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Luden's Echo","void","Farsight Alteration"
"Luden's Echo","Needlessly Large Rod","deletedItem","Doran's Ring","Doran's Ring","Morellonomicon","Warding Totem (Trinket)"
"Rod of Ages","Frost Queen's Claim","Ionian Boots of Lucidity","Lich Bane","Rabadon's Deathcap","void","Farsight Alteration"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Rabadon's Deathcap","Void Staff","Cloth Armor","Farsight Alteration"
"Boots of Mobility","Frost Queen's Claim","Morellonomicon","Sightstone","void","void","Sweeping Lens (Trinket)"
"Sorcerer's Shoes","Liandry's Torment","Zhonya's Hourglass","Elixir of Sorcery","Morellonomicon","Doran's Ring","Farsight Alteration"
"Blasting Wand","Morellonomicon","Needlessly Large Rod","Abyssal Scepter","Mejai's Soulstealer","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Doran's Ring","Frost Queen's Claim","Lich Bane","Ionian Boots of Lucidity","Rabadon's Deathcap","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","void","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Seeker's Armguard","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Doran's Ring","Enchantment: Alacrity","Rod of Ages","Luden's Echo","Farsight Alteration"
"Athene's Unholy Grail","Doran's Ring","Rabadon's Deathcap","Aether Wisp","void","Ionian Boots of Lucidity","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Rabadon's Deathcap","Enchantment: Alacrity","void","void","Warding Totem (Trinket)"
"Doran's Ring","Rabadon's Deathcap","Ionian Boots of Lucidity","Aegis of the Legion","Iceborn Gauntlet","Doran's Ring","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Enchantment: Alacrity","Blasting Wand","void","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Boots of Mobility","Needlessly Large Rod","Sightstone","Vision Ward","Amplifying Tome","Oracle Alteration"
"Luden's Echo","Doran's Ring","Frost Queen's Claim","Enchantment: Alacrity","The Dark Seal","Blasting Wand","Farsight Alteration"
"Corrupting Potion","Zhonya's Hourglass","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Blasting Wand","Farsight Alteration"
"Doran's Ring","Rod of Ages","Rabadon's Deathcap","Ionian Boots of Lucidity","Lich Bane","Amplifying Tome","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Boots of Speed","Abyssal Scepter","Aether Wisp","void","Farsight Alteration"
"Frost Queen's Claim","Blasting Wand","Zhonya's Hourglass","Luden's Echo","Abyssal Scepter","Sorcerer's Shoes","Farsight Alteration"
"Frost Queen's Claim","Corrupting Potion","Seeker's Armguard","Ionian Boots of Lucidity","Athene's Unholy Grail","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Mejai's Soulstealer","Ionian Boots of Lucidity","Morellonomicon","Rabadon's Deathcap","void","Farsight Alteration"
"Doran's Ring","Blasting Wand","Morellonomicon","Sorcerer's Shoes","Needlessly Large Rod","Amplifying Tome","Farsight Alteration"
"Needlessly Large Rod","Zhonya's Hourglass","Ionian Boots of Lucidity","Aether Wisp","Morellonomicon","Doran's Ring","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Zhonya's Hourglass","Doran's Ring","Needlessly Large Rod","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Doran's Ring","Morellonomicon","Rod of Ages","Ionian Boots of Lucidity","Vision Ward","Needlessly Large Rod","Warding Totem (Trinket)"
"Amplifying Tome","Morellonomicon","Blasting Wand","Ionian Boots of Lucidity","Rod of Ages","Needlessly Large Rod","Farsight Alteration"
"Ionian Boots of Lucidity","Rabadon's Deathcap","Frost Queen's Claim","Blasting Wand","void","Aether Wisp","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Luden's Echo","Ionian Boots of Lucidity","Amplifying Tome","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Lich Bane","Void Staff","Athene's Unholy Grail","Sorcerer's Shoes","Rabadon's Deathcap","Farsight Alteration"
"Amplifying Tome","Doran's Ring","Rod of Ages","Rabadon's Deathcap","Ionian Boots of Lucidity","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Needlessly Large Rod","Rod of Ages","Morellonomicon","Amplifying Tome","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Doran's Ring","Frost Queen's Claim","Health Potion","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Lich Bane","Rod of Ages","Frost Queen's Claim","Ionian Boots of Lucidity","void","Rabadon's Deathcap","Farsight Alteration"
"Doran's Ring","Rod of Ages","Lich Bane","Ionian Boots of Lucidity","Rabadon's Deathcap","Blasting Wand","Warding Totem (Trinket)"
"Sightstone","Frost Queen's Claim","Locket of the Iron Solari","Ionian Boots of Lucidity","void","void","Sweeping Lens (Trinket)"
"Total Biscuit of Rejuvenation","Ruby Sightstone","Zeke's Harbinger","Boots of Mobility","Needlessly Large Rod","Frost Queen's Claim","Oracle Alteration"
"Doran's Ring","Morellonomicon","Rod of Ages","Sorcerer's Shoes","Amplifying Tome","Nashor's Tooth","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","Lich Bane","Abyssal Scepter","Farsight Alteration"
"Frost Queen's Claim","Sightstone","Locket of the Iron Solari","void","Ionian Boots of Lucidity","Glacial Shroud","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Rod of Ages","Needlessly Large Rod","Doran's Ring","Blasting Wand","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Locket of the Iron Solari","Mikael's Crucible","Frost Queen's Claim","Sightstone","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Ardent Censer","Sightstone","Glacial Shroud","void","Oracle Alteration"
"Aether Wisp","Total Biscuit of Rejuvenation","Needlessly Large Rod","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Doran's Ring","Doran's Ring","Rod of Ages","Blasting Wand","Ionian Boots of Lucidity","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Ionian Boots of Lucidity","Ardent Censer","Abyssal Scepter","Aether Wisp","Warding Totem (Trinket)"
"Frost Queen's Claim","Spectre's Cowl","Rod of Ages","Enchantment: Alacrity","Lich Bane","Needlessly Large Rod","Farsight Alteration"
"Health Potion","Athene's Unholy Grail","Amplifying Tome","Mercury's Treads","Doran's Ring","void","Farsight Alteration"
"Rabadon's Deathcap","Frost Queen's Claim","Doran's Ring","void","Luden's Echo","Ionian Boots of Lucidity","Farsight Alteration"
"Talisman of Ascension","Sightstone","Zeke's Harbinger","Fiendish Codex","Boots of Mobility","Faerie Charm","Oracle Alteration"
"Morellonomicon","Zhonya's Hourglass","Rabadon's Deathcap","Sorcerer's Shoes","Doran's Ring","Amplifying Tome","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","void","Farsight Alteration"
"Talisman of Ascension","Mikael's Crucible","Ruby Sightstone","Kindlegem","deletedItem","Forbidden Idol","Sweeping Lens (Trinket)"
"Doran's Ring","Athene's Unholy Grail","Sorcerer's Shoes","Rabadon's Deathcap","Amplifying Tome","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Zhonya's Hourglass","Rabadon's Deathcap","Void Staff","Ionian Boots of Lucidity","Luden's Echo","Farsight Alteration"
"Aether Wisp","Sightstone","Frost Queen's Claim","Ionian Boots of Lucidity","Morellonomicon","void","Oracle Alteration"
"deletedItem","Zhonya's Hourglass","Giant's Belt","Rod of Ages","Mejai's Soulstealer","Rabadon's Deathcap","Oracle Alteration"
"Luden's Echo","Vision Ward","Frost Queen's Claim","Lich Bane","Rabadon's Deathcap","Ionian Boots of Lucidity","Farsight Alteration"
"Blasting Wand","Frost Queen's Claim","Needlessly Large Rod","Amplifying Tome","Ionian Boots of Lucidity","Morellonomicon","Oracle Alteration"
"Frost Queen's Claim","Athene's Unholy Grail","Rabadon's Deathcap","Needlessly Large Rod","Luden's Echo","Sorcerer's Shoes","Farsight Alteration"
"Ionian Boots of Lucidity","Needlessly Large Rod","Abyssal Scepter","Rod of Ages","Doran's Ring","Luden's Echo","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Rabadon's Deathcap","Void Staff","Rod of Ages","void","Farsight Alteration"
"Abyssal Scepter","Athene's Unholy Grail","Boots of Speed","Doran's Ring","void","Rabadon's Deathcap","Farsight Alteration"
"Ionian Boots of Lucidity","Zhonya's Hourglass","Frost Queen's Claim","Doran's Ring","Rabadon's Deathcap","void","Farsight Alteration"
"Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Doran's Ring","Rod of Ages","Aether Wisp","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Sightstone","Amplifying Tome","Frost Queen's Claim","Glacial Shroud","void","Sweeping Lens (Trinket)"
