"colloq","consumeOnFull","consumed","depth","description","effect.Effect1Amount","effect.Effect2Amount","effect.Effect3Amount","effect.Effect4Amount","effect.Effect5Amount","effect.Effect6Amount","effect.Effect7Amount","effect.Effect8Amount","from","gold.base","gold.purchasable","gold.sell","gold.total","group","hideFromAll","id","image.full","image.group","image.h","image.sprite","image.w","image.x","image.y","inStore","into","maps.1","maps.10","maps.11","maps.12","maps.14","maps.8","name","plaintext","requiredChampion","sanitizedDescription","specialRecipe","stacks","stats.FlatArmorMod","stats.FlatCritChanceMod","stats.FlatHPPoolMod","stats.FlatHPRegenMod","stats.FlatMPPoolMod","stats.FlatMagicDamageMod","stats.FlatMovementSpeedMod","stats.FlatPhysicalDamageMod","stats.FlatSpellBlockMod","stats.PercentAttackSpeedMod","stats.PercentLifeStealMod","stats.PercentMovementSpeedMod","tags"
"","true","true","","Requires 500 Silver Serpents.<br><br><unique>UNIQUE Passive:</unique> Allies in the Cannon Barrage gain 30% Movement Speed for 2 seconds.","","","","","","","","","","0","true","0","0","GangplankRUpgrade03","","3903","3903.png","item","48","item3.png","48","0","240","","","false","true","true","true","false","true","Raise Morale","Cannon Barrage hastes allies","Gangplank","Requires 500 Silver Serpents. UNIQUE Passive: Allies in the Cannon Barrage gain 30% Movement Speed for 2 seconds.","","","","","","","","","","","","","","",""
"blue","true","true","","<stats><levelLimit>Level 9 required to purchase.</levelLimit></stats><br><br><consumable>Click to Consume:</consumable> Grants +50 Ability Power, 15 bonus Mana Regen per 5 seconds and <font color='#FF8811'><u>Sorcery</u></font> for 3 minutes. <br><br><font color='#FF8811'><u>Sorcery:</u></font> Damaging a champion or turret deals 25 bonus True Damage. This effect has a 5 second cooldown versus champions but no cooldown versus turrets.<br><br><rules>(Only one Elixir effect may be active at a time.)</rules><br>","50","50","25","3","5","3","0","9","","500","true","200","500","Flasks","","2139","2139.png","item","48","item0.png","48","336","192","","","false","true","true","true","false","true","Elixir of Sorcery","Temporarily grants Ability Power and Bonus Damage to champions and turrets.","","Level 9 required to purchase. Click to Consume: Grants +50 Ability Power, 15 bonus Mana Regen per 5 seconds and Sorcery for 3 minutes. Sorcery: Damaging a champion or turret deals 25 bonus True Damage. This effect has a 5 second cooldown versus champions but no cooldown versus turrets. (Only one Elixir effect may be active at a time.)","","","","","","","","","","","","","","","[""Consumable"",""ManaRegen"",""SpellDamage""]"
"white","true","true","","<stats><levelLimit>Level 9 required to purchase.</levelLimit></stats><br><br><consumable>Click to Consume:</consumable> Grants +300 Health, 25% Tenacity, increased champion size, and <font color='#FF8811'><u>Path of Iron</u></font> for 3 minutes.<br><br><font color='#FF8811'><u>Path of Iron:</u></font> Moving leaves a path behind that boosts allied champion's Movement Speed by 15%.<br><br><rules>(Only one Elixir effect may be active at a time.)</rules>","300","0.25","3","0.15","0.15","0","0","9","","500","true","200","500","Flasks","","2138","2138.png","item","48","item0.png","48","288","192","","","false","true","true","true","false","true","Elixir of Iron","Temporarily increases defenses. Leaves a trail for allies to follow.","","Level 9 required to purchase. Click to Consume: Grants +300 Health, 25% Tenacity, increased champion size, and Path of Iron for 3 minutes. Path of Iron: Moving leaves a path behind that boosts allied champion's Movement Speed by 15%. (Only one Elixir effect may be active at a time.)","","","","","","","","","","","","","","","[""Consumable"",""Health"",""NonbootsMovement"",""Tenacity""]"
"","","","","<active>UNIQUE Active - Hunter's Sight:</active> A stealth-detecting mist grants vision in the target area for 5 seconds, revealing traps and enemy champions that enter for 3 seconds (90 second cooldown).","0","0","0","5","3","90","","","","0","false","0","0","RelicBase","","3348","3348.png","item","48","item2.png","48","432","288","false","","false","true","false","false","false","true","Hextech Sweeper","Activate to reveal a nearby area of the map","","UNIQUE Active - Hunter's Sight: A stealth-detecting mist grants vision in the target area for 5 seconds, revealing traps and enemy champions that enter for 3 seconds (90 second cooldown).","","","","","","","","","","","","","","","[""Active"",""Stealth"",""Trinket"",""Vision""]"
"","","","3","<stats>+200 Health<br>+100% Base Health Regen <br>+20 Magic Resist</stats><br><br><aura>UNIQUE Aura - Legion:</aura> Grants nearby allies +10 Magic Resist.","10","0.75","","","","","","","[""1033"",""3801""]","400","true","1050","1500","","","3105","3105.png","item","48","item1.png","48","0","48","","[""3190"",""3060""]","false","true","true","true","false","true","Aegis of the Legion","Improves defenses for nearby allies","","+200 Health +100% Base Health Regen +20 Magic Resist UNIQUE Aura - Legion: Grants nearby allies +10 Magic Resist.","","","","","200.0","","","","","","20.0","","","","[""Aura"",""Health"",""HealthRegen"",""SpellBlock""]"
"","","","2","<stats>+15% Attack Speed</stats><br><br><passive>Passive:</passive> Moving and attacking will make an attack <a href='Energized'>Energized</a>.<br><br><unique>UNIQUE Passive - Energized Strike:</unique> Your Energized attacks deal 40 bonus magic damage on hit.","40","","","","","","","","[""1042""]","450","true","525","750","","","2015","2015.png","item","48","item3.png","48","192","336","","[""3087"",""3094""]","false","true","true","true","false","true","Kircheis Shard","Attack speed and a chargable magic hit","","+15% Attack Speed Passive: Moving and attacking will make an attack Energized. UNIQUE Passive - Energized Strike: Your Energized attacks deal 40 bonus magic damage on hit.","","","","","","","","","","","","0.15","","","[""AttackSpeed"",""OnHit""]"
"ie","","","3","<stats>+65 Attack Damage<br>+30% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Critical Strikes cause enemies to bleed for an additional 150% of bonus Attack Damage as magic damage over 3 seconds and reveal them for the duration.","1.5","3","","","","","","","[""3122"",""1037"",""1018""]","725","true","2520","3600","","","3104","3104.png","item","48","item1.png","48","432","0","","","false","true","false","false","false","true","Lord Van Damm's Pillager","Massively enhances critical strikes","","+65 Attack Damage +30% Critical Strike Chance UNIQUE Passive: Critical Strikes cause enemies to bleed for an additional 150% of bonus Attack Damage as magic damage over 3 seconds and reveal them for the duration.","","","","0.3","","","","","","65.0","","","","","[""CriticalStrike"",""Damage""]"
"","","","","<groupLimit>Limited to 1 Trinket.</groupLimit><br><br><active>Active:</active> Consumes a charge to instantly revive at your Summoner Platform and grants 125% Movement Speed that decays over 12 seconds.<br><br><rules>Additional charges are gained at levels 9 and 14.</rules><br><br><font color='#BBFFFF'>(Max: 2 charges)</font></rules><br><br>","","","","","","","","","","0","false","0","0","RelicBase","","3345","3345.png","item","48","item2.png","48","432","0","false","","false","false","false","false","false","true","Soul Anchor (Trinket)","Consumes charge to revive champion.","","Limited to 1 Trinket. Active: Consumes a charge to instantly revive at your Summoner Platform and grants 125% Movement Speed that decays over 12 seconds. Additional charges are gained at levels 9 and 14. (Max: 2 charges)","","","","","","","","","","","","","","","[""Active"",""Trinket"",""Vision""]"
"bv","","","3","<stats>+500 Health<br>+70 Magic Resist<br>+100% Base Health Regeneration </stats><br><br><unique>UNIQUE Passive:</unique> Grants a spell shield that blocks the next enemy ability. This shield refreshes after no damage is taken from enemy champions for 40 seconds.","40","45","10","","","","","","[""3211"",""3801""]","1150","true","2030","2900","","","3102","3102.png","item","48","item1.png","48","384","0","","","false","true","true","true","false","true","Banshee's Veil","Periodically blocks enemy abilities","","+500 Health +70 Magic Resist +100% Base Health Regeneration UNIQUE Passive: Grants a spell shield that blocks the next enemy ability. This shield refreshes after no damage is taken from enemy champions for 40 seconds.","","","","","500.0","","","","","","70.0","","","","[""Health"",""HealthRegen"",""SpellBlock""]"
"","true","true","","Requires 500 Silver Serpents.<br><br><unique>UNIQUE Passive:</unique> Cannon Barrage fires at an increasing rate over time (additional 6 waves over the duration).","","","","","","","","","","0","true","0","0","GangplankRUpgrade01","","3901","3901.png","item","48","item3.png","48","384","192","","","false","true","true","true","false","true","Fire at Will","Cannon Barrage gains extra waves","Gangplank","Requires 500 Silver Serpents. UNIQUE Passive: Cannon Barrage fires at an increasing rate over time (additional 6 waves over the duration).","","","","","","","","","","","","","","",""
"grievous","","","2","<stats>+15 Attack Damage</stats><br><br><unique>UNIQUE Passive - Executioner:</unique> Physical damage inflicts <a href='GrievousWounds'>Grievous Wounds</a> on enemy champions for 3 seconds.","3","","","","","","","","[""1036""]","450","true","560","800","","","3123","3123.png","item","48","item3.png","48","288","384","","[""3033""]","false","true","true","true","false","true","Executioner's Calling","Overcomes enemies with high health gain","","+15 Attack Damage UNIQUE Passive - Executioner: Physical damage inflicts Grievous Wounds on enemy champions for 3 seconds.","","","","","","","","","","15.0","","","","","[""Damage""]"
"","","","","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Distortion bonus.<br><br><unique>UNIQUE Passive - Distortion:</unique> Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: <br><br><font color='#FFDD00'>Ghost:</font> Grants 40% Movement Speed from 27%.<br><font color='#FFDD00'>Flash:</font> 20% Movement Speed bonus for 1 second after cast.<br><font color='#FFDD00'>Teleport:</font> 30% Movement Speed bonus for 3 seconds after use.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","","450","true","315","450","BootsDistortion","true","3243","3243.png","item","48","item3.png","48","384","0","","","false","true","true","true","false","true","Enchantment: Distortion","","","Limited to 1 of each enchantment type. Enchants boots to have Distortion bonus. UNIQUE Passive - Distortion: Teleport, Flash, and Ghost summoner spell cooldowns are reduced by 15% and are granted additional mobility: Ghost: Grants 40% Movement Speed from 27%. Flash: 20% Movement Speed bonus for 1 second after cast. Teleport: 30% Movement Speed bonus for 3 seconds after use. (Unique Passives with the same name don't stack.)","","","","","","","","","","","","","","",""
"red; lens;","","","","<levelLimit>* Level 9+ required to upgrade.</levelLimit><stats></stats><br><br>Alters the <font color='#FFFFFF'>Sweeping Lens</font> Trinket:<br><br><stats><font color='#00FF00'>+</font> Increased detection radius<br><font color='#00FF00'>+</font> Sweeping effect follows you for 10 seconds<br><font color='#FF0000'>-</font> <font color='#FF6600'>Cast range reduced to zero</font></stats>","6","10","90","60","0","9","30","120","","0","true","0","0","RelicBase","","3364","3364.png","item","48","item2.png","48","144","48","","","false","false","true","true","false","false","Oracle Alteration","Disables nearby invisible wards and traps for a duration","","* Level 9+ required to upgrade. Alters the Sweeping Lens Trinket: + Increased detection radius + Sweeping effect follows you for 10 seconds - Cast range reduced to zero","","","","","","","","","","","","","","","[""Active"",""Trinket"",""Vision""]"
"","","","3","<stats>+70 Ability Power<br>+50 Magic Resist</stats><br><br><aura>UNIQUE Aura:</aura> Reduces the Magic Resist of nearby enemies by 20.","-20","","","","","","","","[""1026"",""1057""]","780","true","1645","2350","","","3001","3001.png","item","48","item0.png","48","432","192","","","false","true","true","true","false","true","Abyssal Scepter","Reduces Magic Resist of nearby enemies","","+70 Ability Power +50 Magic Resist UNIQUE Aura: Reduces the Magic Resist of nearby enemies by 20.","","","","","","","","70.0","","","50.0","","","","[""Aura"",""MagicPenetration"",""SpellBlock"",""SpellDamage""]"
"ie","","","2","<stats>+20 Attack Damage<br>+10% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Critical Strikes cause your target to bleed for an additional 60% of your bonus Attack Damage as magic damage over 3 seconds.","0.6","3","","","","","","","[""1051"",""1036""]","450","true","840","1200","","","3122","3122.png","item","48","item1.png","48","48","96","","[""3104"",""3185""]","false","true","false","true","false","true","Wicked Hatchet","Critical Strikes cause your target to bleed","","+20 Attack Damage +10% Critical Strike Chance UNIQUE Passive: Critical Strikes cause your target to bleed for an additional 60% of your bonus Attack Damage as magic damage over 3 seconds.","","","","0.1","","","","","","20.0","","","","","[""CriticalStrike"",""Damage"",""OnHit""]"
"","","","2","<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants <font color='#FF8811'><u>Touch of Corruption</u></font> during that time. Holds up to 3 charges that refills upon visiting the shop.<br><br><font color='#FF8811'><u>Touch of Corruption:</u></font> Damaging spells and attacks burn enemy champions for <levelScale>15 - 30</levelScale> magic damage over 3 seconds. (Half Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.)<br><br><rules>(Corrupting Potion can be used even at full Health and Mana.)</rules>","125","75","12","3","10","0.1","15","3","[""2031""]","350","true","200","500","FlaskGroup","","2033","2033.png","item","48","item3.png","48","336","336","","","false","true","true","false","false","true","Corrupting Potion","Restores Health and Mana over time and boosts combat power - Refills at Shop","","Limited to 1 type of Healing Potion. UNIQUE Active: Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants Touch of Corruption during that time. Holds up to 3 charges that refills upon visiting the shop. Touch of Corruption: Damaging spells and attacks burn enemy champions for 15 - 30 magic damage over 3 seconds. (Half Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.) (Corrupting Potion can be used even at full Health and Mana.)","","","","","","","","","","","","","","","[""Active"",""Consumable"",""HealthRegen"",""Lane"",""ManaRegen""]"
"","","","","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Captain bonus.<br><br><unique>UNIQUE Passive - Captain:</unique> Grants +10% Movement Speed to nearby approaching allied champions.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","","450","true","315","450","BootsCaptain","true","3242","3242.png","item","48","item3.png","48","336","0","","","false","true","true","true","false","true","Enchantment: Captain","","","Limited to 1 of each enchantment type. Enchants boots to have Captain bonus. UNIQUE Passive - Captain: Grants +10% Movement Speed to nearby approaching allied champions. (Unique Passives with the same name don't stack.)","","","","","","","","","","","","","","",""
"blue; totem;","","","","<levelLimit>* Level 9+ required to upgrade.</levelLimit><br><br>Alters the <font color='#FFFFFF'>Warding Totem</font> Trinket:<br><br><stats><font color='#00FF00'>+</font> Massively increased cast range (+650%)<br><font color='#00FF00'>+</font> Infinite duration and does not count towards ward limit<br><font color='#00FF00'>+</font> 33% reduced cooldown<br><font color='#FF0000'>-</font> <font color='#FF6600'>Ward is visible, fragile, untargetable by allies</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>45% reduced ward vision radius</font><br><font color='#FF0000'>-</font> <font color='#FF6600'>Cannot store charges</font></stats>","4000","2","5","120","60","9","30","120","","0","true","0","0","RelicBase","","3363","3363.png","item","48","item2.png","48","96","48","","","false","false","true","true","false","false","Farsight Alteration","Grants increased range and reveals the targetted area","","* Level 9+ required to upgrade. Alters the Warding Totem Trinket: + Massively increased cast range (+650%) + Infinite duration and does not count towards ward limit + 33% reduced cooldown - Ward is visible, fragile, untargetable by allies - 45% reduced ward vision radius - Cannot store charges","","","","","","","","","","","","","","","[""Active"",""Trinket"",""Vision""]"
"","","","2","<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 60 Health and 35 Mana over 8 seconds. Holds up to 5 charges and refills upon visiting the shop.<br><br>Killing a Large Monster grants 1 charge.<br><br><rules>(Killing a Large Monster at full charges will automatically consume the newest charge.)</rules>","60","35","8","5","","","","","[""2031""]","250","true","160","400","FlaskGroup","","2032","2032.png","item","48","item3.png","48","288","336","","","false","true","true","false","false","false","Hunter's Potion","Restores Health and Mana over time - Refills at shop and has increased capacity","","Limited to 1 type of Healing Potion. UNIQUE Active: Consumes a charge to restore 60 Health and 35 Mana over 8 seconds. Holds up to 5 charges and refills upon visiting the shop. Killing a Large Monster grants 1 charge. (Killing a Large Monster at full charges will automatically consume the newest charge.)","","","","","","","","","","","","","","","[""Active"",""Consumable"",""HealthRegen"",""Jungle"",""ManaRegen""]"
"","","","","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Alacrity bonus. <br><br><unique>UNIQUE Passive - Alacrity:</unique> +20 Movement Speed<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","","450","true","315","450","BootsAlacrity","true","3241","3241.png","item","48","item3.png","48","288","0","","","false","true","true","true","false","true","Enchantment: Alacrity","","","Limited to 1 of each enchantment type. Enchants boots to have Alacrity bonus. UNIQUE Passive - Alacrity: +20 Movement Speed (Unique Passives with the same name don't stack.)","","","","","","","","","","","","","","",""
"yellow;","","","","<groupLimit>Limited to 1 Trinket.</groupLimit><levelLimit> *Level 9+ required to upgrade.</levelLimit><stats></stats><br><br><unique>UNIQUE Active:</unique> Places a visible ward that reveals the surrounding area and invisible units in the area until killed (120 second cooldown). Limit 1 <font color='#BBFFFF'>Vision Ward</font> on the map per player.<br><br><rules>(Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).</rules>","120","0","0","0","0","9","30","120","","250","false","175","250","RelicBase","","3362","3362.png","item","48","item2.png","48","48","48","false","","false","false","true","false","false","false","Greater Vision Totem (Trinket)","Periodically place a Vision Ward","","Limited to 1 Trinket. *Level 9+ required to upgrade. UNIQUE Active: Places a visible ward that reveals the surrounding area and invisible units in the area until killed (120 second cooldown). Limit 1 Vision Ward on the map per player. (Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).","","","","","","","","","","","","","","","[""Active"",""Trinket"",""Vision""]"
"","","","","<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.","125","0","12","2","","","","","","150","true","60","150","FlaskGroup","","2031","2031.png","item","48","item3.png","48","240","336","","[""2032"",""2033""]","false","true","true","true","false","true","Refillable Potion","Restores Health over time. Refills at shop.","","Limited to 1 type of Healing Potion. UNIQUE Active: Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.","","","","","","","","","","","","","","","[""Active"",""Consumable"",""HealthRegen"",""Jungle"",""Lane""]"
"","","","","<groupLimit>Limited to 1 of each enchantment type.</groupLimit><br>Enchants boots to have Furor bonus.<br><br><unique>UNIQUE Passive - Furor:</unique> Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds.<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","","","","","","","","","","450","true","315","450","BootsFuror","true","3240","3240.png","item","48","item3.png","48","240","0","","","false","true","true","true","false","true","Enchantment: Furor","","","Limited to 1 of each enchantment type. Enchants boots to have Furor bonus. UNIQUE Passive - Furor: Upon dealing damage with a single target spell or attack (on hit), grants +12% Movement Speed that decays over 2 seconds. (Unique Passives with the same name don't stack.)","","","","","","","","","","","","","","",""
"yellow;","","","","<groupLimit>Limited to 1 Trinket.</groupLimit><levelLimit> *Level 9+ required to upgrade.</levelLimit><stats></stats><br><br><unique>UNIQUE Active:</unique> Consume a charge to place an invisible ward that reveals the surrounding area for 180 seconds.  Stores a charge every 60 seconds, up to 2 total. Limit 3 <font color='#BBFFFF'>Stealth Wards</font> on the map per player.<br><br><rules>(Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).</rules>","180","60","0","0","0","9","30","120","","250","false","175","250","RelicBase","","3361","3361.png","item","48","item2.png","48","0","48","false","","false","false","true","false","false","false","Greater Stealth Totem (Trinket)","Periodically place a Stealth Ward","","Limited to 1 Trinket. *Level 9+ required to upgrade. UNIQUE Active: Consume a charge to place an invisible ward that reveals the surrounding area for 180 seconds. Stores a charge every 60 seconds, up to 2 total. Limit 3 Stealth Wards on the map per player. (Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).","","","","","","","","","","","","","","","[""Active"",""Trinket"",""Vision""]"
"","","","2","<unique>UNIQUE Passive - Enhanced Movement:</unique> +25 Movement Speed. Increases to +115 Movement Speed when out of combat for 5 seconds.","0","0","0","0","0","0","0","25","[""1001""]","600","true","630","900","BootsUpgrades","","3117","3117.png","item","48","item1.png","48","0","96","","[""1326"",""1328"",""1325"",""1327""]","false","true","true","true","false","true","Boots of Mobility","Greatly enhances Movement Speed when out of combat","","UNIQUE Passive - Enhanced Movement: +25 Movement Speed. Increases to +115 Movement Speed when out of combat for 5 seconds.","","","","","","","","","115.0","","","","","","[""Boots""]"
"","","","3","<stats>+400 Health<br>+100 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Damaging spells and abilities apply a Movement Speed reduction to enemies based on the spell type:<br><br><passive>Single Target:</passive> 40% reduction for 1.5 seconds. <br><passive>Area of Effect:</passive> 40% reduction for 1 seconds.<br><passive>Damage over Time or Multi-hit:</passive> 20% reduction for 1 seconds.<br><passive>Summoned Minions:</passive> 20% reduction for 1 seconds.<br><br><rules>(If a spell fits in more than one category, it uses the weakest slow value.)</rules>","-0.4","-0.2","1.5","1","1","-0.4","","","[""1058"",""1052"",""1011""]","515","true","2240","3200","","","3116","3116.png","item","48","item1.png","48","432","48","","","false","true","true","true","false","true","Rylai's Crystal Scepter","Abilities slow enemies","","+400 Health +100 Ability Power UNIQUE Passive: Damaging spells and abilities apply a Movement Speed reduction to enemies based on the spell type: Single Target: 40% reduction for 1.5 seconds. Area of Effect: 40% reduction for 1 seconds. Damage over Time or Multi-hit: 20% reduction for 1 seconds. Summoned Minions: 20% reduction for 1 seconds. (If a spell fits in more than one category, it uses the weakest slow value.)","","","","","400.0","","","100.0","","","","","","","[""Health"",""Slow"",""SpellDamage""]"
"spear","","","","<stats></stats><br><active>Active:</active> Offer to bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.","","","","","","","","","","0","true","0","0","TheBlackSpear","","3599","3599.png","item","48","item2.png","48","144","192","","","false","true","true","true","false","true","The Black Spear","Kalista's spear that binds an Oathsworn Ally.","Kalista","Active: Offer to bind with an ally for the remainder of the game, becoming Oathsworn Allies. Oathsworn empowers you both while near one another.","","","","","","","","","","","","","","","[""Active""]"
"nlr","","","","<stats>+60 Ability Power</stats>","","","","","","","","","","1250","true","875","1250","","","1058","1058.png","item","48","item0.png","48","192","96","","[""3089"",""3157"",""3003"",""3007"",""3090"",""3116"",""3285""]","false","true","true","true","false","true","Needlessly Large Rod","Greatly increases Ability Power","","+60 Ability Power","","","","","","","","60.0","","","","","","","[""SpellDamage""]"
"","","","3","<stats>+50% Attack Speed<br>+80 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +20% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> Basic attacks deal 15 (+15% of Ability Power) bonus magic damage on hit.<br>","","","","","","","","","[""3101"",""3108""]","1000","true","2100","3000","","","3115","3115.png","item","48","item1.png","48","384","48","","","false","true","true","true","false","true","Nashor's Tooth","Increases Attack Speed, Ability Power, and Cooldown Reduction","","+50% Attack Speed +80 Ability Power UNIQUE Passive: +20% Cooldown Reduction UNIQUE Passive: Basic attacks deal 15 (+15% of Ability Power) bonus magic damage on hit.","","","","","","","","80.0","","","","0.5","","","[""AttackSpeed"",""CooldownReduction"",""OnHit"",""SpellDamage""]"
"","","","2","<stats>+40 Magic Resist</stats>","","","","","","","","","[""1033""]","270","true","504","720","","","1057","1057.png","item","48","item0.png","48","144","96","","[""3001"",""3026"",""3112"",""3170"",""3512""]","false","true","true","true","false","true","Negatron Cloak","Moderately increases Magic Resist","","+40 Magic Resist","","","","","","","","","","","40.0","","","","[""SpellBlock""]"
"","","","2","<stats><mana>+50% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction","-0.1","","","","","","","","[""1004"",""1004""]","300","true","385","550","","","3114","3114.png","item","48","item1.png","48","336","48","","[""3069"",""3165"",""3222"",""3504""]","false","true","true","true","false","true","Forbidden Idol","Increases Mana Regeneration and Cooldown Reduction","","+50% Base Mana Regen UNIQUE Passive: +10% Cooldown Reduction","","","","","","","","","","","","","","","[""CooldownReduction"",""ManaRegen""]"
"dring","","","","<stats>+60 Health<br>+15 Ability Power<br><mana>+50% Base Mana Regen </mana></stats><br><br><mana><passive>Passive:</passive> Restores 4 Mana upon killing a unit.</mana>","4","","","","","","","","","400","true","160","400","DoransItems","","1056","1056.png","item","48","item0.png","48","96","96","","","false","true","true","true","false","true","Doran's Ring","Good starting item for casters","","+60 Health +15 Ability Power +50% Base Mana Regen Passive: Restores 4 Mana upon killing a unit.","","","","","60.0","","","15.0","","","","","","","[""Health"",""Lane"",""ManaRegen"",""SpellDamage""]"
"","","","2","<stats>+30 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +5% Movement Speed","0.05","","","","","","","","[""1052""]","415","true","595","850","","","3113","3113.png","item","48","item1.png","48","288","48","","[""3290"",""1402"",""1410"",""1414"",""3100"",""3285"",""3504"",""3673""]","false","true","true","true","false","true","Aether Wisp","Increases Ability Power and Movement Speed","","+30 Ability Power UNIQUE Passive: +5% Movement Speed","","","","","","","","30.0","","","","","","","[""NonbootsMovement"",""SpellDamage""]"
"","","","2","<stats>+20 Attack Damage</stats><br><br><unique>UNIQUE Passive:</unique> +10 <a href='FlatArmorPen'>Armor Penetration</a><br><unique>UNIQUE Passive:</unique> After killing any unit, your next basic attack or single target spell deals +15 damage.","15","10","","","","","","","[""1036"",""1036""]","400","true","770","1100","","","3134","3134.png","item","48","item1.png","48","144","96","","[""3142"",""3147"",""3156""]","false","true","true","true","false","true","Serrated Dirk","Increases Attack Damage and Armor Penetration","","+20 Attack Damage UNIQUE Passive: +10 Armor Penetration UNIQUE Passive: After killing any unit, your next basic attack or single target spell deals +15 damage.","","0","","","","","","","","20.0","","","","","[""ArmorPenetration"",""Damage""]"
"","","","3","<stats>+500 Health</stats><br><br><unique>UNIQUE Passive:</unique> Item Active cooldowns are reduced by 10%.<br><active>UNIQUE Active - Warding:</active> Consumes a charge to place a <font color='#BBFFFF'>Stealth Ward</font> that reveals the surrounding area for 150 seconds. Holds up to 4 charges and refills when visiting the shop.<br><br><rules>(A player may only have 3 <font color='#BBFFFF'>Stealth Wards</font> on the map at one time. Unique Passives with the same name don't stack.)</rules>","-0.1","4","150","","","","","","[""2049"",""1028""]","600","true","720","1800","","","2045","2045.png","item","48","item0.png","48","336","144","","","false","false","true","false","false","false","Ruby Sightstone","Greatly increases Health and provides Stealth Wards over time","","+500 Health UNIQUE Passive: Item Active cooldowns are reduced by 10%. UNIQUE Active - Warding: Consumes a charge to place a Stealth Ward that reveals the surrounding area for 150 seconds. Holds up to 4 charges and refills when visiting the shop. (A player may only have 3 Stealth Wards on the map at one time. Unique Passives with the same name don't stack.)","","","","","500.0","","","","","","","","","","[""Active"",""Health"",""Vision""]"
"","","","2","<stats>+25 Attack Damage</stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction","-0.1","","","","","","","","[""1036"",""1036""]","400","true","770","1100","","","3133","3133.png","item","48","item3.png","48","336","384","","[""3142"",""1400"",""1408"",""1412"",""3071"",""3508"",""3671"",""3812""]","false","true","true","true","false","true","Caulfield's Warhammer","Attack Damage and Cooldown Reduction","","+25 Attack Damage UNIQUE Passive: +10% Cooldown Reduction","","0","","","","","","","","25.0","","","","","[""CooldownReduction"",""Damage""]"
"pink;","","true","","<groupLimit>Can only carry 2 Vision Wards in inventory.</groupLimit><br><br><consumable>Click to Consume:</consumable> Places a visible ward that reveals the surrounding area and invisible units in the area until killed. Limit 1 <font color='#BBFFFF'>Vision Ward</font> on the map per player.<br><br><rules>(Revealing a ward in this manner grants a portion of the gold reward when that unit is killed.)</rules>","1","2","","","","","","","","75","true","30","75","PinkWards","","2043","2043.png","item","48","item0.png","48","240","144","","","false","false","true","false","false","false","Vision Ward","Use to provide vision and stealth detection in an area until destroyed","","Can only carry 2 Vision Wards in inventory. Click to Consume: Places a visible ward that reveals the surrounding area and invisible units in the area until killed. Limit 1 Vision Ward on the map per player. (Revealing a ward in this manner grants a portion of the gold reward when that unit is killed.)","","2","","","","","","","","","","","","","[""Consumable"",""Lane"",""Stealth"",""Vision""]"
